SYMBOL	Domino	NCBI
FBXO15	0.08477364	NCBIGene:201456
FBXO16	0.06842785	NCBIGene:157574
FBXO17	0.06875327	NCBIGene:115290
FBXO2	0.16859981	NCBIGene:26232
FBXO21	0.27136377	NCBIGene:23014
FBXO22	0.24968665	NCBIGene:26263
FBXO24	0.10089727	NCBIGene:26261
FBXO25	0.09350999	NCBIGene:26260
FBXO27	0.23899431	NCBIGene:126433
FBXO28	0.57301808	NCBIGene:23219
FBXO3	0.73441619	NCBIGene:26273
FBXO30	0.62592365	NCBIGene:55294
FBXO31	0.34299245	NCBIGene:26271
FBXO32	0.9085594	NCBIGene:114907
FBXO33	0.48322354	NCBIGene:254170
FBXO34	0.10058288	NCBIGene:55030
FBXO36	0.11748435	NCBIGene:130888
FBXO38	0.59916475	NCBIGene:81545
FBXO39	0.06073158	NCBIGene:162517
FBXO4	0.0957261	NCBIGene:26272
FBXO40	0.23517232	NCBIGene:51725
FBXO41	0.45077187	NCBIGene:150726
FBXO42	0.35691826	NCBIGene:54455
FBXO43	0.10933187	NCBIGene:286151
FBXO44	0.10562643	NCBIGene:93611
FBXO45	0.61761937	NCBIGene:200933
FBXO46	0.62860229	NCBIGene:23403
FBXO47	0.06871549	NCBIGene:494188
FBXO48	0.09970141	NCBIGene:554251
FBXO5	0.59573259	NCBIGene:26271
FBXO6	0.0520802	NCBIGene:26270
FBXO7	0.15387221	NCBIGene:25793
FBXO8	0.31808482	NCBIGene:26269
FBXO9	0.22646352	NCBIGene:26268
FBXW10	0.06915628	NCBIGene:10517
FBXW11	0.99992082	NCBIGene:23291
FBXW12	0.07956327	NCBIGene:285231
FBXW2	0.83305501	NCBIGene:26190
FBXW4	0.20055856	NCBIGene:6468
FBXW5	0.08217888	NCBIGene:54461
FBXW7	0.99998892	NCBIGene:55294
FBXW8	0.17107856	NCBIGene:26259
FBXW9	0.14333494	NCBIGene:84261
FCAMR	0.08969467	NCBIGene:83953
FCAR	0.05943291	NCBIGene:2204
FCER1A	0.11608112	NCBIGene:2205
FCER1G	0.43749988	NCBIGene:2207
FCER2	0.1281761	NCBIGene:2208
FCF1	0.44138955	NCBIGene:51077
FCGBP	0.10520612	NCBIGene:8857
FCGR1A	0.49022477	NCBIGene:2209
FCGR1B	0.20694414	NCBIGene:2210
FCGR2A	0.21841921	NCBIGene:2212
FCGR2B	0.09975461	NCBIGene:2213
FCGR2C	0.19592912	NCBIGene:2213
FCGR3A	0.14957516	NCBIGene:2214
FCGR3B	0.16359898	NCBIGene:2215
FCGRT	0.11560809	NCBIGene:2217
FCHO1	0.48813371	NCBIGene:23149
FCHO2	0.9160249	NCBIGene:115548
FCHSD1	0.5467548	NCBIGene:89848
FCHSD2	0.90554242	NCBIGene:9873
FCMR	0.08931716	NCBIGene:9214
FCN1	0.19757039	NCBIGene:2219
FCN2	0.0786823	NCBIGene:2220
FCN3	0.06554799	NCBIGene:8547
FCRL1	0.05258843	NCBIGene:84824
FCRL2	0.05403965	NCBIGene:79368
FCRL3	0.17637234	NCBIGene:115352
FCRL4	0.05395292	NCBIGene:83417
FCRL5	0.10858461	NCBIGene:83416
FCRL6	0.10667954	NCBIGene:343413
FCRLA	0.06540248	NCBIGene:84824
FCRLB	0.23454541	NCBIGene:84824
FDCSP	0.09630904	NCBIGene:260436
FDFT1	0.11450339	NCBIGene:2222
FDPS	0.06190398	NCBIGene:2224
FDX1	0.10332244	NCBIGene:2230
FDX2	0.07326704	NCBIGene:112812
FDXACB1	0.1266617	NCBIGene:91893
FDXR	0.09689746	NCBIGene:2232
FECH	0.0970541	NCBIGene:2235
FEM1A	0.0951433	NCBIGene:55527
FEM1B	0.55514264	NCBIGene:10116
FEM1C	0.53451646	NCBIGene:56929
FEN1	0.77590481	NCBIGene:2237
FER	0.8643563	NCBIGene:2241
FER1L6	0.21282931	NCBIGene:654463
FERD3L	0.12876185	NCBIGene:222894
FERMT1	0.10736433	NCBIGene:55612
FERMT2	0.67713552	NCBIGene:10979
FERMT3	0.24035774	NCBIGene:83706
FES	0.25128186	NCBIGene:2242
FETUB	0	NCBIGene:26998
FEV	0.21213355	NCBIGene:54738
FEZ1	0.34908444	NCBIGene:9638
FEZ2	0.14114532	NCBIGene:9637
FEZF1	0.69964386	NCBIGene:389549
FEZF2	0.9195239	NCBIGene:55079
FFAR1	0.26784506	NCBIGene:2864
FFAR2	0.27750418	NCBIGene:2867
FFAR3	0.09160454	NCBIGene:2865
FFAR4	0.10789299	NCBIGene:338557
FGA	0.16077699	NCBIGene:2243
FGB	0.08690613	NCBIGene:2244
FGD2	0.05717555	NCBIGene:56246
FGD3	0.05605482	NCBIGene:89846
FGD4	0.19926249	NCBIGene:121512
FGD5	0.24916167	NCBIGene:152273
FGD6	0.24312004	NCBIGene:55785
FGF1	0.88200939	NCBIGene:2246
FGF10	0.99743159	NCBIGene:2255
FGF11	0.8379979	NCBIGene:2256
FGF12	0.92709405	NCBIGene:2257
FGF14	0.98079478	NCBIGene:2259
FGF17	0.99492742	NCBIGene:8822
FGF18	0.99372355	NCBIGene:8817
FGF19	0.76900905	NCBIGene:9965
FGF2	0.98611736	NCBIGene:2247
FGF20	0.89636372	NCBIGene:26281
FGF21	0.4775945	NCBIGene:26291
FGF22	0.71864056	NCBIGene:27006
FGF23	0.88213406	NCBIGene:8074
FGF3	0.79065345	NCBIGene:2248
FGF4	0.97704129	NCBIGene:2249
FGF5	0.92547476	NCBIGene:2250
FGF6	0.96144958	NCBIGene:2251
FGF7	0.99740889	NCBIGene:2252
FGF8	0.99866225	NCBIGene:2253
FGF9	0.99887138	NCBIGene:2254
FGFBP1	0.14070193	NCBIGene:9982
FGFBP2	0.16034993	NCBIGene:83888
FGFBP3	0.18503425	NCBIGene:143282
FGFR1	0.99975544	NCBIGene:2260
FGFR1OP	0.14562379	NCBIGene:11116
FGFR1OP2	0.22363382	NCBIGene:26127
FGFR2	0.999928	NCBIGene:2263
FGFR3	0.75783511	NCBIGene:2261
FGFR4	0.5857267	NCBIGene:2264
FGFRL1	0.26777496	NCBIGene:53834
FGG	0.18122673	NCBIGene:2266
FGGY	0.10487863	NCBIGene:55277
FGL1	0.05627525	NCBIGene:2267
FGL2	0.08821337	NCBIGene:10875
FGR	0.90460039	NCBIGene:2268
FH	0.37069389	NCBIGene:3075
FHAD1	0.08373212	NCBIGene:114827
FHDC1	0.08121441	NCBIGene:85462
FHIT	0.05948259	NCBIGene:2272
FHL2	0.86796624	NCBIGene:2274
FHL3	0.60432128	NCBIGene:201294
FHL5	0.25940854	NCBIGene:6813
FHOD1	0.31396718	NCBIGene:29109
FHOD3	0.42329537	NCBIGene:80206
FIBCD1	0.11871167	NCBIGene:84929
FIBIN	0.119734	NCBIGene:387758
FIBP	0.06229235	NCBIGene:9158
FICD	0.13249003	NCBIGene:11153
FIG4	0.2360164	NCBIGene:9896
FIGLA	0.33287327	NCBIGene:344018
FIGN	0.57348582	NCBIGene:55137
FIGNL1	0.07721094	NCBIGene:63979
FILIP1	0.12951261	NCBIGene:27145
FILIP1L	0.08921844	NCBIGene:11259
FIP1L1	0.26845316	NCBIGene:81608
FIS1	0.22755307	NCBIGene:51024
FITM1	0.12337951	NCBIGene:161247
FITM2	0.17999115	NCBIGene:128486
FIZ1	0.70493236	NCBIGene:84922
FJX1	0.90256492	NCBIGene:24147
FKBP10	0.09550066	NCBIGene:60681
FKBP11	0.47463869	NCBIGene:51303
FKBP14	0.10140196	NCBIGene:55033
FKBP15	0.0803137	NCBIGene:23307
FKBP1A	0.99895987	NCBIGene:2280
FKBP1B	0.62974374	NCBIGene:2281
FKBP2	0.30647232	NCBIGene:2286
FKBP3	0.69245601	NCBIGene:2287
FKBP4	0.97176716	NCBIGene:2288
FKBP5	0.49786415	NCBIGene:2289
FKBP6	0.09548724	NCBIGene:8468
FKBP7	0.062388	NCBIGene:51661
FKBP8	0.66448866	NCBIGene:23770
FKBP9	0.16609466	NCBIGene:11328
FKBPL	0.58448291	NCBIGene:63943
FKRP	0.20478646	NCBIGene:79147
FKTN	0.11887993	NCBIGene:2218
FLAD1	0.25001246	NCBIGene:80308
FLCN	0.45225759	NCBIGene:201163
FLG	0.25831617	NCBIGene:2260
FLG2	0.15526817	NCBIGene:388698
FLI1	0.75310745	NCBIGene:2313
FLII	0.10440967	NCBIGene:2314
FLNB	0.92686025	NCBIGene:2317
FLNC	0.99618222	NCBIGene:2318
FLOT1	0.08315461	NCBIGene:10211
FLOT2	0.09073621	NCBIGene:2319
FLRT1	0.30303925	NCBIGene:23769
FLRT2	0.52712802	NCBIGene:23768
FLRT3	0.64813482	NCBIGene:23767
FLT1	0.99829459	NCBIGene:2321
FLT3	0.95952964	NCBIGene:2322
FLT3LG	0.73131559	NCBIGene:2323
FLT4	0.99615227	NCBIGene:2324
FLVCR1	0.13261101	NCBIGene:28982
FLVCR2	0.08468926	NCBIGene:55640
FLYWCH1	0.0663536	NCBIGene:84256
FLYWCH2	0.12989385	NCBIGene:114984
FMC1	0.09199856	NCBIGene:154791
FMN1	0.27351751	NCBIGene:342184
FMN2	0.63201479	NCBIGene:56776
FMNL1	0.6691085	NCBIGene:752
FMNL2	0.59040772	NCBIGene:114793
FMNL3	0.13829539	NCBIGene:91010
FMO1	0.07521079	NCBIGene:2326
FMO2	0.05937543	NCBIGene:2327
FMO3	0.11414614	NCBIGene:2328
FMO4	0.09639499	NCBIGene:2329
FMO5	0.10874755	NCBIGene:2330
FMOD	0.6368816	NCBIGene:2331
FN1	0.89970542	NCBIGene:2335
FN3K	0.10145187	NCBIGene:64122
FN3KRP	0.07446389	NCBIGene:79672
FNBP1	0.75917924	NCBIGene:23048
FNBP1L	0.60811421	NCBIGene:54874
FNBP4	0.76582094	NCBIGene:23360
FNDC1	0.11812204	NCBIGene:84624
FNDC10	0.14943179	NCBIGene:643988
FNDC11	0.13583535	NCBIGene:79025
FNDC3A	0.42587435	NCBIGene:22862
FNDC3B	0.8810493	NCBIGene:64778
FNDC4	0.54981109	NCBIGene:64838
FNDC5	0.24905621	NCBIGene:252995
FNDC7	0.06257544	NCBIGene:163479
FNDC8	0.19294826	NCBIGene:54752
FNDC9	0.09999488	NCBIGene:408263
FNIP1	0.7200066	NCBIGene:96459
FNIP2	0.31574212	NCBIGene:57600
FNTA	0.96352726	NCBIGene:2339
FNTB	0.23764283	NCBIGene:2342
FOCAD	0.04856489	NCBIGene:54914
FOLH1	0.12615259	NCBIGene:2346
FOLR1	0.05856141	NCBIGene:2348
FOLR2	0.07527913	NCBIGene:2350
FOLR3	0.06706826	NCBIGene:2352
FOPNL	0.05350791	NCBIGene:123811
FOS	0.99937793	NCBIGene:2353
FOSB	0.99796005	NCBIGene:2354
FOSL1	0.98335333	NCBIGene:8061
FOSL2	0.98197753	NCBIGene:2355
FOXA1	0.82779841	NCBIGene:3169
FOXA2	0.79187351	NCBIGene:3170
FOXA3	0.65956837	NCBIGene:3171
FOXB1	0.30976564	NCBIGene:27023
FOXB2	0.39440705	NCBIGene:442425
FOXC1	0.8874649	NCBIGene:2296
FOXC2	0.78366193	NCBIGene:2303
FOXD1	0.87555303	NCBIGene:2297
FOXD2	0.74875908	NCBIGene:2306
FOXD3	0.96837083	NCBIGene:27022
FOXD4	0.36415795	NCBIGene:2298
FOXD4L1	0.3558058	NCBIGene:200350
FOXD4L3	0.28976671	NCBIGene:286380
FOXD4L5	0.34731696	NCBIGene:653427
FOXD4L6	0.33820104	NCBIGene:653404
FOXE1	0.23153466	NCBIGene:2304
FOXE3	0.56828449	NCBIGene:2301
FOXF1	0.95157577	NCBIGene:2294
FOXF2	0.63245493	NCBIGene:2295
FOXG1	0.9975544	NCBIGene:2290
FOXH1	0.75181849	NCBIGene:8928
FOXI1	0.1656847	NCBIGene:2299
FOXI2	0.59644397	NCBIGene:399823
FOXJ1	0.6015409	NCBIGene:2302
FOXJ2	0.63432294	NCBIGene:55810
FOXJ3	0.62453262	NCBIGene:22887
FOXK1	0.90625916	NCBIGene:221937
FOXK2	0.79892744	NCBIGene:3607
FOXL1	0.52158643	NCBIGene:2300
FOXL2	0.90247365	NCBIGene:668
FOXL2NB	0.12750926	NCBIGene:401089
FOXM1	0.98033938	NCBIGene:2305
FOXN1	0.9499792	NCBIGene:8456
FOXN2	0.7042216	NCBIGene:3344
FOXN3	0.84107297	NCBIGene:1112
FOXN4	0.38618413	NCBIGene:121643
FOXO1	0.99906108	NCBIGene:2308
FOXO3	0.99687467	NCBIGene:2309
FOXO6	0.15575174	NCBIGene:100132074
FOXP1	0.99325822	NCBIGene:27086
FOXP2	0.9875227	NCBIGene:93986
FOXP4	0.57806986	NCBIGene:116113
FOXQ1	0.36923799	NCBIGene:94234
FOXR1	0.07108234	NCBIGene:283150
FOXRED1	0.09660063	NCBIGene:55572
FOXRED2	0.0562088	NCBIGene:80020
FOXS1	0.15189123	NCBIGene:2307
FPGS	0.07752049	NCBIGene:2356
FPGT	0.10289083	NCBIGene:8790
FPR1	0.17801712	NCBIGene:2357
FPR2	0.32101409	NCBIGene:2358
FPR3	0.12666093	NCBIGene:2359
FRA10AC1	0.06157376	NCBIGene:118924
FRAS1	0.13647881	NCBIGene:80144
FRAT1	0.85502484	NCBIGene:10023
FRAT2	0.59771393	NCBIGene:23401
FREM1	0.19048912	NCBIGene:158326
FREM2	0.09675186	NCBIGene:341640
FREM3	0.12801112	NCBIGene:166752
FRG1	0.09647303	NCBIGene:2483
FRG2	0.13570071	NCBIGene:448831
FRG2B	0.11233605	NCBIGene:441581
FRK	0.64907653	NCBIGene:2444
FRMD1	0.14073573	NCBIGene:79981
FRMD3	0.11500693	NCBIGene:257019
FRMD4A	0.73530352	NCBIGene:55691
FRMD4B	0.12911665	NCBIGene:23150
FRMD5	0.54236079	NCBIGene:84978
FRMD6	0.17975461	NCBIGene:122786
FRMD8	0.12104778	NCBIGene:83786
FRMPD1	0.12111196	NCBIGene:22844
FRMPD2	0.1001781	NCBIGene:143162
FRRS1	0.06108453	NCBIGene:391059
FRRS1L	0.09566969	NCBIGene:23732
FRS2	0.99952752	NCBIGene:10818
FRS3	0.97503031	NCBIGene:10817
FRY	0.70667055	NCBIGene:10129
FRYL	0.32124927	NCBIGene:285527
FRZB	0.64558891	NCBIGene:2487
FSBP	0.19704112	NCBIGene:100861412
FSCB	0.13414365	NCBIGene:84075
FSCN1	0.87940793	NCBIGene:6624
FSCN2	0.36894516	NCBIGene:25794
FSCN3	0.2917191	NCBIGene:29999
FSD1	0.12756048	NCBIGene:79187
FSD1L	0.15858405	NCBIGene:83856
FSD2	0.16850891	NCBIGene:123722
FSHB	0.21610955	NCBIGene:2488
FSHR	0.55609464	NCBIGene:2492
FSIP1	0.0788752	NCBIGene:161835
FSIP2	0.10111341	NCBIGene:401024
FST	0.999896	NCBIGene:10468
FSTL1	0.98374385	NCBIGene:11167
FSTL3	0.34221535	NCBIGene:10272
FSTL4	0.19679837	NCBIGene:23105
FSTL5	0.08617968	NCBIGene:56884
FTCD	0.10171556	NCBIGene:10841
FTCDNL1	0.06116622	NCBIGene:348751
FTH1	0.51618132	NCBIGene:2495
FTL	0.15309989	NCBIGene:2512
FTMT	0.11132072	NCBIGene:94033
FTO	0.14020415	NCBIGene:79068
FTSJ3	0.176137	NCBIGene:117246
FUBP1	0.89803246	NCBIGene:8880
FUBP3	0.68978873	NCBIGene:8939
FUCA1	0.11210669	NCBIGene:2517
FUCA2	0.05399344	NCBIGene:2519
FUK	0.09696938	NCBIGene:197258
FUOM	0.05772193	NCBIGene:282969
FURIN	0.99974185	NCBIGene:5045
FUS	0.99508244	NCBIGene:2521
FUT1	0.21764388	NCBIGene:2523
FUT10	0.10667981	NCBIGene:84750
FUT11	0.23971412	NCBIGene:170384
FUT2	0.23497205	NCBIGene:2524
FUT3	0.33746479	NCBIGene:2525
FUT4	0.45715579	NCBIGene:2526
FUT5	0.12105154	NCBIGene:2527
FUT6	0.09997993	NCBIGene:2528
FUT7	0.34125454	NCBIGene:2529
FUT8	0.62668777	NCBIGene:2530
FUT9	0.2932942	NCBIGene:10690
FUZ	0.13252046	NCBIGene:80199
FXN	0.21401231	NCBIGene:2395
FXR1	0.80662609	NCBIGene:8087
FXR2	0.90280353	NCBIGene:9513
FXYD1	0.24268625	NCBIGene:5348
FXYD2	0.09016616	NCBIGene:486
FXYD3	0.07729656	NCBIGene:5349
FXYD4	0	NCBIGene:53828
FXYD5	0.09067238	NCBIGene:53827
FXYD6	0.17613344	NCBIGene:53826
FXYD7	0.05278495	NCBIGene:53822
FYB1	0.3349379	NCBIGene:2533
FYB2	0.06791556	NCBIGene:199920
FYCO1	0.06858518	NCBIGene:79443
FYN	0.99996879	NCBIGene:2534
FYTTD1	0.19110803	NCBIGene:84248
FZD1	0.99122251	NCBIGene:8321
FZD10	0.66237927	NCBIGene:11211
FZD2	0.97397698	NCBIGene:2535
FZD3	0.95467952	NCBIGene:7976
FZD4	0.98491292	NCBIGene:8322
FZD5	0.99995776	NCBIGene:7855
FZD6	0.68944745	NCBIGene:8323
FZD7	0.99732156	NCBIGene:8324
FZD8	0.825184	NCBIGene:8325
FZD9	0.78607789	NCBIGene:8326
FZR1	0.98479727	NCBIGene:51343
G0S2	0.1597643	NCBIGene:50486
G2E3	0.21330914	NCBIGene:55632
G3BP1	0.8819835	NCBIGene:10146
G3BP2	0.93597093	NCBIGene:9908
G6PC	0.08532922	NCBIGene:2538
G6PC2	0.44248147	NCBIGene:57818
G6PC3	0.05989836	NCBIGene:92579
GAA	0.1000592	NCBIGene:2548
GAB1	0.98298332	NCBIGene:2549
GAB2	0.78900493	NCBIGene:9846
GAB4	0.11584856	NCBIGene:128954
GABARAP	0.61386151	NCBIGene:11337
GABARAPL1	0.91478084	NCBIGene:23710
GABARAPL2	0.14927323	NCBIGene:11345
GABBR1	0.68778426	NCBIGene:2550
GABBR2	0.986429	NCBIGene:9568
GABPA	0.98989841	NCBIGene:2551
GABPB1	0.38824901	NCBIGene:2553
GABPB2	0.07798259	NCBIGene:2553
GABRA1	0.85983041	NCBIGene:2554
GABRA2	0.76517283	NCBIGene:2555
GABRA4	0.62017437	NCBIGene:2557
GABRA5	0.92088276	NCBIGene:2558
GABRA6	0.12886154	NCBIGene:2559
GABRB1	0.92649844	NCBIGene:2560
GABRB2	0.89797092	NCBIGene:2561
GABRB3	0.96189791	NCBIGene:2562
GABRD	0.50717958	NCBIGene:2563
GABRG1	0.07509104	NCBIGene:2565
GABRG2	0.74418943	NCBIGene:2566
GABRG3	0.45497249	NCBIGene:2567
GABRP	0.1032872	NCBIGene:2568
GABRR1	0.24229277	NCBIGene:2569
GABRR2	0.11676612	NCBIGene:2570
GABRR3	0.21301507	NCBIGene:200959
GAD1	0.97397282	NCBIGene:2571
GAD2	0.89893272	NCBIGene:2572
GADD45A	0.78578658	NCBIGene:1647
GADD45B	0.21813868	NCBIGene:4616
GADD45G	0.37516405	NCBIGene:10912
GADD45GIP1	0.14106931	NCBIGene:90480
GADL1	0.18064876	NCBIGene:339896
GAK	0.86669094	NCBIGene:2580
GAL	0.08383422	NCBIGene:51083
GAL3ST1	0.25308125	NCBIGene:9514
GAL3ST2	0.08096806	NCBIGene:64090
GAL3ST3	0.32421727	NCBIGene:89792
GAL3ST4	0.20777004	NCBIGene:79690
GALC	0.07501413	NCBIGene:2581
GALE	0.22088374	NCBIGene:2582
GALK1	0.10181559	NCBIGene:2584
GALK2	0.05198643	NCBIGene:2585
GALM	0.11383253	NCBIGene:130589
GALNS	0.05835726	NCBIGene:2588
GALNT1	0.39521702	NCBIGene:2589
GALNT10	0.07189028	NCBIGene:55568
GALNT11	0.07992678	NCBIGene:63917
GALNT12	0.07087393	NCBIGene:79695
GALNT13	0.30361386	NCBIGene:114805
GALNT14	0.07543371	NCBIGene:79623
GALNT15	0.20542162	NCBIGene:79623
GALNT16	0.11862781	NCBIGene:64409
GALNT17	0.11894461	NCBIGene:64409
GALNT18	0.15287192	NCBIGene:374378
GALNT2	0.53212693	NCBIGene:2590
GALNT3	0.09039998	NCBIGene:2591
GALNT4	0.10489903	NCBIGene:8693
GALNT5	0.37456013	NCBIGene:11227
GALNT6	0.05257876	NCBIGene:11226
GALNT7	0.16301068	NCBIGene:51809
GALNT8	0.1112546	NCBIGene:26290
GALNT9	0.10287716	NCBIGene:50614
GALNTL5	0.04952658	NCBIGene:168391
GALNTL6	0.35113826	NCBIGene:442117
GALP	0.05665216	NCBIGene:85569
GALR1	0.21798468	NCBIGene:2587
GALR2	0.19458027	NCBIGene:8811
GALR3	0.1238204	NCBIGene:8484
GALT	0.07595567	NCBIGene:2592
GAMT	0.07059481	NCBIGene:2593
GAN	0.16519252	NCBIGene:8139
GANAB	0.88597793	NCBIGene:23193
GANC	0.11227834	NCBIGene:2595
GAP43	0.7193129	NCBIGene:2596
GAPDH	0.95760625	NCBIGene:2597
GAPDHS	0.07603791	NCBIGene:26330
GAPT	0.11702557	NCBIGene:202309
GAPVD1	0.57278803	NCBIGene:26130
GAR1	0.64304789	NCBIGene:1258
GAREM1	0.34178903	NCBIGene:64762
GAREM2	0.13083323	NCBIGene:150946
GARNL3	0.17540543	NCBIGene:84253
GARS	0.43025696	NCBIGene:2617
GART	0.22710704	NCBIGene:2618
GAS1	0.97240798	NCBIGene:2619
GAS2	0.08702394	NCBIGene:2620
GAS2L1	0.33098217	NCBIGene:10634
GAS2L2	0.06868614	NCBIGene:246176
GAS2L3	0.08172225	NCBIGene:283431
GAS6	0.35207413	NCBIGene:2621
GAS7	0.97343188	NCBIGene:4297
GAS8	0.07829266	NCBIGene:2622
GASK1A	0.14609566	NCBIGene:729085
GASK1B	0.08760627	NCBIGene:51313
GAST	0.34859642	NCBIGene:2520
GATA2	0.99979034	NCBIGene:2624
GATA3	0.99616142	NCBIGene:2625
GATA4	0.99867227	NCBIGene:2626
GATA5	0.71311505	NCBIGene:140628
GATA6	0.81431469	NCBIGene:2627
GATAD1	0.15014938	NCBIGene:57798
GATAD2A	0.33472033	NCBIGene:54815
GATAD2B	0.95004332	NCBIGene:57459
GATB	0.06451029	NCBIGene:5188
GATC	0.10946307	NCBIGene:283459
GATD1	0.07568583	NCBIGene:347862
GATD3A	0.0614621	NCBIGene:8209
GATM	0.54260813	NCBIGene:2628
GBA	0.52595356	NCBIGene:2629
GBA2	0.09979436	NCBIGene:57704
GBA3	0.12240462	NCBIGene:57733
GBE1	0.13125698	NCBIGene:2632
GBF1	0.16891213	NCBIGene:8729
GBGT1	0.09019666	NCBIGene:26301
GBP1	0.09313005	NCBIGene:2633
GBP2	0.05592337	NCBIGene:2634
GBP3	0.11811257	NCBIGene:51062
GBP4	0.08412737	NCBIGene:115361
GBP5	0.07037189	NCBIGene:115362
GBP6	0.13018953	NCBIGene:163351
GBP7	0.08107449	NCBIGene:388646
GBX1	0.8076318	NCBIGene:2636
GBX2	0.97943543	NCBIGene:2637
GC	0.13101358	NCBIGene:2638
GCA	0.12485886	NCBIGene:25801
GCAT	0.07964832	NCBIGene:23464
GCC1	0.18879328	NCBIGene:79571
GCC2	0.09814181	NCBIGene:9648
GCDH	0.08766725	NCBIGene:2639
GCFC2	0.07618708	NCBIGene:6936
GCG	0.38052093	NCBIGene:2641
GCGR	0.65048249	NCBIGene:2642
GCH1	0.83287	NCBIGene:2643
GCHFR	0.07246394	NCBIGene:2644
GCK	0.72969522	NCBIGene:2645
GCKR	0.26786971	NCBIGene:2646
GCLC	0.58794695	NCBIGene:2729
GCLM	0.22971049	NCBIGene:2730
GCM1	0.94765358	NCBIGene:8521
GCM2	0.32674371	NCBIGene:9247
GCN1	0.92462054	NCBIGene:10985
GCNT1	0.12358864	NCBIGene:2650
GCNT2	0.12207091	NCBIGene:2651
GCNT3	0.13329464	NCBIGene:9245
GCNT4	0.09059898	NCBIGene:51301
GCNT7	0.06360124	NCBIGene:140687
GCSAM	0.07183963	NCBIGene:257144
GCSAML	0.08029439	NCBIGene:148823
GCSH	0.07362697	NCBIGene:2653
GDA	0.41100567	NCBIGene:5047
GDAP1	0.18526534	NCBIGene:54332
GDAP1L1	0.12441975	NCBIGene:78997
GDAP2	0.05652063	NCBIGene:54834
GDE1	0.07734743	NCBIGene:51573
GDF1	0.86769631	NCBIGene:2657
GDF10	0.3379451	NCBIGene:2662
GDF11	0.99827935	NCBIGene:10220
GDF15	0.41631132	NCBIGene:9518
GDF2	0.15599452	NCBIGene:2658
GDF3	0.19058367	NCBIGene:9573
GDF5	0.99800503	NCBIGene:8200
GDF5OS	0.06045094	NCBIGene:554250
GDF6	0.99782343	NCBIGene:392255
GDF7	0.99132072	NCBIGene:151449
GDF9	0.83783438	NCBIGene:2661
GDI2	0.4381788	NCBIGene:2665
GDNF	0.98772605	NCBIGene:2668
GDPD1	0.09175596	NCBIGene:284161
GDPD3	0.06259386	NCBIGene:79153
GDPD4	0.06568934	NCBIGene:220032
GDPD5	0.11440157	NCBIGene:81544
GDPGP1	0.2344914	NCBIGene:390637
GEM	0.23925111	NCBIGene:51053
GEMIN2	0.15557939	NCBIGene:8487
GEMIN4	0.25275494	NCBIGene:50628
GEMIN5	0.15063246	NCBIGene:25929
GEMIN6	0.399308	NCBIGene:79833
GEMIN7	0.40567529	NCBIGene:79760
GEN1	0.11306108	NCBIGene:348654
GET4	0.35607257	NCBIGene:51608
GFAP	0.8569513	NCBIGene:2670
GFER	0.19188402	NCBIGene:2671
GFI1	0.33415789	NCBIGene:2672
GFI1B	0.08500073	NCBIGene:8328
GFM1	0.10932675	NCBIGene:85476
GFM2	0.14321689	NCBIGene:84340
GFOD1	0.13779498	NCBIGene:54438
GFOD2	0.10660362	NCBIGene:81577
GFPT1	0.50936672	NCBIGene:2673
GFPT2	0.11770812	NCBIGene:9945
GFRA1	0.81137842	NCBIGene:2674
GFRA2	0.37730021	NCBIGene:2675
GFRA3	0.12701732	NCBIGene:2676
GFRA4	0.13004275	NCBIGene:64096
GFRAL	0.06103577	NCBIGene:389400
GFY	0.06116622	NCBIGene:100507003
GGA1	0.40199934	NCBIGene:26088
GGA2	0.06380125	NCBIGene:23062
GGA3	0.28812083	NCBIGene:23163
GGACT	0.35709722	NCBIGene:87769
GGCT	0.09412539	NCBIGene:79017
GGCX	0.21358323	NCBIGene:2677
GGH	0.08226533	NCBIGene:8836
GGN	0.16834569	NCBIGene:199720
GGNBP2	0.79980747	NCBIGene:79893
GGPS1	0.24092876	NCBIGene:9453
GGT1	0.47948897	NCBIGene:2678
GGT2	0.33661929	NCBIGene:728441
GGT5	0.07674588	NCBIGene:2687
GGT6	0.23145821	NCBIGene:124975
GGT7	0.74210751	NCBIGene:2686
GGTLC1	0.11541608	NCBIGene:92086
GGTLC2	0.16076788	NCBIGene:91227
GGTLC3	0	NCBIGene:728226
GH1	0.1238546	NCBIGene:2688
GH2	0.09624926	NCBIGene:2689
GHDC	0.04994375	NCBIGene:84514
GHITM	0.05740668	NCBIGene:27069
GHR	0.43512435	NCBIGene:2690
GHRH	0.40549414	NCBIGene:2691
GHRHR	0.0707232	NCBIGene:2692
GHRL	0.07055635	NCBIGene:51738
GHSR	0.22132662	NCBIGene:2693
GID4	0.60982861	NCBIGene:79018
GID8	0.25890035	NCBIGene:54994
GIGYF1	0.21278106	NCBIGene:64599
GIGYF2	0.8340011	NCBIGene:26058
GIMAP1	0.31180421	NCBIGene:170575
GIMAP2	0.09935238	NCBIGene:26157
GIMAP4	0.1018298	NCBIGene:55303
GIMAP5	0.06603362	NCBIGene:55340
GIMAP6	0.07805166	NCBIGene:474344
GIMAP7	0.11909864	NCBIGene:168537
GIMAP8	0.0971291	NCBIGene:155038
GIN1	0.07362611	NCBIGene:54826
GINM1	0.1257979	NCBIGene:116254
GINS1	0.07160119	NCBIGene:9837
GINS2	0.0959241	NCBIGene:51659
